sector,urban,admin2,draw_1,draw_2,draw_3,draw_4,draw_5,draw_6,draw_7,draw_8,draw_9,draw_10,draw_11,draw_12,draw_13,draw_14,draw_15,draw_16,draw_17,draw_18,draw_19,draw_20,draw_21,draw_22,draw_23,draw_24,draw_25,draw_26,draw_27,draw_28,draw_29,draw_30,draw_31,draw_32,draw_33,draw_34,draw_35,draw_36,draw_37,draw_38,draw_39,draw_40,draw_41,draw_42,draw_43,draw_44,draw_45,draw_46,draw_47,draw_48,draw_49,draw_50,draw_51,draw_52,draw_53,draw_54,draw_55,draw_56,draw_57,draw_58,draw_59,draw_60,draw_61,draw_62,draw_63,draw_64,draw_65,draw_66,draw_67,draw_68,draw_69,draw_70,draw_71,draw_72,draw_73,draw_74,draw_75,draw_76,draw_77,draw_78,draw_79,draw_80,draw_81,draw_82,draw_83,draw_84,draw_85,draw_86,draw_87,draw_88,draw_89,draw_90,draw_91,draw_92,draw_93,draw_94,draw_95,draw_96,draw_97,draw_98,draw_99,draw_100
agri_aqua,urban,Kebemer,69725,145023,218251,202266,77815,135866,246568,79484,28397,79121,70308,106453,37097,72077,87405,130372,35050,116261,111142,205189,77293,143292,54478,305819,155723,143880,141175,45623,112348,128993,423345,122326,53795,100118,126626,116666,100413,290704,68172,58191,118801,133645,72455,89404,192249,99286,88951,156481,183977,94843,80974,240218,131751,200501,107111,142854,321410,58101,120498,126385,108564,141233,79129,183250,138219,241680,156826,44170,126244,45034,29779,85795,109760,77350,135211,226343,97442,163258,119267,224944,157343,300480,194930,40547,112193,162218,100884,208888,98046,88707,80609,284562,42574,65298,107510,219398,124013,38095,142569,145738
agri_aqua,urban,Linguere,181770,170283,98279,119298,121482,102909,141860,108731,150850,186146,95173,142398,77395,206723,105605,264475,109025,143842,138154,108124,166378,114660,144171,110187,107492,134868,145497,105249,203052,117775,145833,109020,163368,129719,176784,122399,168200,152738,129041,117024,127444,122196,128080,51258,81316,137113,182265,202499,132124,103251,173513,169341,147222,105709,80651,229417,107504,187611,168535,86978,104899,153899,108218,160268,60160,105446,119155,93871,323857,183009,111700,125522,145870,109493,95931,158599,155917,192608,107966,139199,93734,263868,179848,106727,70344,141023,150351,140895,128107,80962,89463,181998,204883,216557,77733,99007,150660,173426,150750,100641
agri_aqua,urban,Louga,76262,122211,111712,41725,307612,34565,72897,53367,70205,31364,137540,91731,26979,80202,138453,103382,124164,138460,118367,64354,161247,91232,66377,139185,34807,99235,70113,61587,66225,105475,111047,169784,54837,63269,41946,198826,139870,99551,89694,45785,127172,42720,227474,722089,189454,65988,209317,201540,84864,50125,282623,71407,471677,103434,83434,38879,127728,93377,122891,58335,147254,82592,95518,147867,71704,100562,203688,98940,167242,72262,395241,109708,48196,88968,92142,45957,77860,58310,83995,126453,79512,65718,96201,64902,46966,158028,33014,72464,117319,53783,48709,76910,72291,72473,47662,118825,101302,86989,64905,61553
livestock,urban,Kebemer,63264,48508,110240,59264,31398,42172,100345,64064,86185,35141,60734,108595,102188,122799,33247,51986,44560,67688,32437,131677,113272,41324,52038,87287,26077,74331,57773,96076,124712,138339,61630,57299,47749,51237,67938,44579,116496,26880,127055,71269,45311,75098,47037,109664,90284,62807,78814,69887,124421,38654,37434,47201,67761,68724,68157,28005,71910,37664,42235,52343,52642,114724,65003,108656,114751,72389,53303,45391,27999,146242,95273,57662,70037,85300,99460,57823,74283,149090,44285,47834,39434,27950,35558,18704,57789,57627,158580,90388,120328,100580,53220,57002,28660,34702,55265,47624,58235,54749,47277,55024
livestock,urban,Linguere,78968,70826,48430,47610,42256,42771,38889,72309,85046,62022,34984,49190,29287,62790,45060,50853,69228,83651,37866,70567,83038,41077,48793,41783,25183,39095,50793,69227,23932,53958,37428,65145,47012,108872,36789,45983,45045,36734,54079,57921,39904,57468,46334,59153,32952,68239,59084,58969,28218,39429,55017,78055,36471,53152,76379,26945,45288,40839,23137,43069,61877,33857,73363,71498,48146,23223,77330,71922,59836,63666,53050,71787,44427,35473,59459,37456,47308,47813,61613,37057,25334,34628,51654,62380,62730,44338,62105,39024,60441,62605,50973,38775,27109,48567,59879,44296,56302,24829,111810,39125
livestock,urban,Louga,54771,65235,74307,62210,100480,76692,108084,111840,85396,111315,147974,106027,73832,58181,60491,103629,111030,78991,68872,90512,147425,76297,77987,82630,45646,80811,86243,133313,97131,87402,148792,97420,160683,105138,93541,121389,77082,101267,93894,82746,110568,74806,125602,64270,77704,95756,86823,68620,118977,125126,80358,85714,53651,43953,269563,117276,96733,87618,84923,84393,76648,55790,87116,72548,57072,110877,86723,135270,70487,63983,58146,75091,71377,66475,79637,78143,156069,87977,91153,56699,115459,124839,96049,105298,122404,153680,74925,89596,46586,47065,68854,100349,101701,103573,69879,68894,70209,144288,74776,95601
professional,urban,Kebemer,1000873,779039,1179102,1377829,909292,1030056,1258968,874438,785030,1420525,991871,1233848,871932,940644,717012,834936,1006437,888686,1148380,823671,1203326,1355526,1020012,993745,1369026,708710,897989,1071265,942627,1063040,1109680,1309332,894248,1249183,941714,1016273,1249199,1242133,1076752,893916,1178150,1090898,1030727,1676402,808456,826440,1126821,1128119,1144133,876675,1334453,968269,1364853,1065736,954490,1194284,1017354,1022143,1218156,923079,765702,839390,1122198,1036752,1074286,1340128,1100038,1242415,986447,808560,1145010,1229252,1053132,1294524,1262610,1044180,1216278,1633380,1154855,606686,1073792,1267050,842802,1286358,1248142,1252104,781169,1003829,1531324,978661,1311377,947533,1368994,996383,1552631,1111362,1078853,1189152,1173195,894386
professional,urban,Linguere,970626,1259093,1164702,1134411,816581,967557,746151,784193,899431,1022922,1107331,889835,917170,1052418,927266,1095800,1055453,1325894,753714,1020862,1094921,1053404,737396,1132580,877913,989660,867056,793303,869632,1085008,697585,878128,877567,992193,1310867,800872,786565,783875,815114,889635,960163,614992,817630,1021845,990065,855738,738670,1066480,818591,1170231,907732,1041880,787143,863498,719586,889385,723785,923360,877985,665304,874427,619009,706111,822836,1072274,996528,840962,775043,1108080,1022181,809130,998199,1084401,969847,991402,758174,841140,857114,1173129,711151,739926,740215,1160495,951082,876525,1082188,739331,824826,1049585,1132415,927680,967168,1082629,951436,721337,884918,987010,918507,962520,1188539
professional,urban,Louga,967498,1105966,878508,1353875,1260762,975392,972942,1008877,1071579,1115762,900728,1124094,1160776,1150581,877508,942958,1137728,1216288,1140652,1148136,1004839,1151659,1075130,1188012,879980,799175,1025443,1213807,975471,1002912,1161269,889420,897302,1285366,1403753,870697,973830,960535,1229088,1231578,1091243,932692,1224207,1213396,1106577,1108154,1406016,907341,1028553,1036332,1351952,1227507,1054346,1141154,943921,1004440,1312489,876199,1203013,971126,1195988,1015246,1188877,1163077,1283025,1152638,923024,804921,1028079,1313696,1009436,1163347,933020,846831,1017217,1068602,1092406,987694,917419,1125312,1546071,762486,1113342,1013096,1039258,1213581,1068392,1151862,865882,923317,1006512,986002,1236382,1209457,1026594,975722,1024239,917467,1129049,1076817
services,urban,Kebemer,450853,524256,448558,552256,553094,384511,672457,528497,500114,233853,427315,624535,459718,507428,300267,374252,370277,395145,439425,706365,424317,423649,351522,523412,395956,470727,465348,557323,441811,445291,651533,445996,296098,431675,451012,761391,405308,323323,506242,714861,360191,558077,510594,428953,526923,434817,546969,695074,619303,467116,488165,585960,582732,479404,378731,346287,472516,427206,443702,433904,464189,388929,457681,623373,634912,464066,446269,352153,420589,562694,420691,563986,319786,476923,384399,433885,558315,352117,472654,324619,459989,546014,450201,453876,258525,517463,388457,476665,357085,342415,495198,325306,453846,522429,560288,530835,485802,547717,506253,454164
services,urban,Linguere,384539,342196,490553,397677,438436,272235,418166,437951,400038,392882,436915,512391,364835,525964,336479,405276,389926,583720,280255,382717,423710,352321,497946,361264,586302,439756,486881,643552,428372,530257,536321,450782,424167,443330,374002,502661,344694,393745,478843,409474,505518,366435,411108,363393,599002,521118,361911,450315,388124,498923,503186,327617,706305,338226,389917,272521,260693,261324,483926,445426,372917,494202,363297,332361,438740,414906,298477,262059,503672,311168,631826,513775,532018,375095,437977,538083,379967,513699,441581,422196,419838,293901,437222,489906,499417,347544,234328,559984,370287,346635,491674,376332,371619,317493,723864,478236,530907,370761,347173,358506
services,urban,Louga,454119,437083,418006,489542,528511,518623,528540,442737,462448,462362,440570,443711,511662,552568,553691,517928,455994,419157,436271,418196,782847,501260,425337,505318,462312,406934,410890,453923,509033,422867,611197,432428,461663,530185,384088,438016,427583,423451,477526,423880,358078,526188,386631,401611,606736,583996,473092,467110,402572,468455,477481,419902,551675,471713,569549,484304,487037,667437,613744,420555,430706,451512,480224,549420,518853,500451,417785,484308,425135,452223,611766,504423,673853,448826,419425,484461,417391,475738,401062,506718,564875,499313,524541,513333,531114,484565,496479,419996,489072,452799,437883,581909,449980,523896,413045,509120,505029,573454,449940,614869
small_business,urban,Kebemer,156306,115626,129049,214535,187907,205459,170210,145044,181587,130367,195171,128445,161686,132235,181210,148831,180770,206616,137920,151394,164634,168044,181962,147520,139641,158543,140687,97018,148953,154039,156561,197671,135515,170793,167177,172863,191373,149646,119623,133526,213180,140731,150131,114847,112818,174121,149165,187259,149845,124216,92070,113255,206531,133656,126494,169843,170310,170258,92578,162601,139118,199827,163839,160515,161096,151771,126711,127996,148178,181106,152590,129117,139808,180175,159290,208878,163422,167572,150301,161917,153292,161988,129824,167235,185659,160706,150385,224070,123285,135706,124036,138916,141989,213351,161622,138079,146521,182916,213223,145028
small_business,urban,Linguere,134145,148428,156574,171611,151638,175143,150504,136276,181483,130421,183746,137502,168046,167505,146990,152259,154815,191394,147734,150745,149957,145161,154416,135356,109851,147354,138857,166453,132868,124752,211569,157203,129151,132820,142332,178770,151399,159480,204569,135282,179740,182391,119493,160143,144088,129445,135196,152890,141356,143611,137113,141790,171550,166735,198089,162620,145346,176690,143918,127670,258880,115928,136339,140894,143076,181732,165138,162086,137190,135407,131853,160231,183213,143065,143522,171087,163253,156089,139256,144836,134956,179508,119367,138399,130003,101220,164569,133500,141793,133188,160491,134675,137593,190768,163598,163753,171363,189784,187458,170120
small_business,urban,Louga,231411,245012,250901,272335,254627,278213,194376,238581,214680,274371,193824,228642,211278,244377,221593,180084,260279,256519,262245,288561,244078,254769,210002,322854,247599,239433,235700,296919,204935,223846,222772,262994,212070,226672,237780,251387,297629,197581,213286,240734,257460,277268,216068,259923,205043,230665,234148,265729,214423,226074,275617,217542,252447,252263,224941,203416,226438,207470,283832,259678,263022,196696,255907,258066,217027,203389,277061,265929,271686,206844,256861,211287,243824,201833,221469,244143,235225,221629,221122,239785,233109,216302,246828,247494,220518,243327,280846,220792,245297,224847,216764,268003,224621,225885,216770,194408,225771,313802,276543,221635
trades,urban,Kebemer,484442,664229,512523,363304,810800,360413,390965,575144,287806,488308,632171,917740,441874,687724,739177,596357,459500,651026,532893,555396,561624,579199,436246,393649,502784,589358,362383,568257,891776,676819,504989,447179,370721,369113,371605,718632,369671,619716,467185,1105882,559710,430363,498736,564246,896330,266270,532878,374482,407812,818943,1094261,581211,320869,346283,730617,516827,343621,479443,427344,403134,459848,703720,371456,504359,738726,401604,387544,675890,426353,511058,395388,332946,539598,482926,364295,919812,328995,397976,602765,516688,498631,386588,675523,691422,706653,752683,950376,389387,422600,619465,186478,569306,317217,340916,657629,328664,420166,610116,307947,501330
trades,urban,Linguere,392936,550264,405232,409063,621310,389484,305563,457813,449561,541949,406103,941748,235265,611975,223004,601068,416903,862416,523279,403123,380766,511506,511929,406448,429929,355316,560272,399382,376975,365364,385779,448629,390672,346775,434209,317279,633929,433725,454936,373936,632096,410364,745958,378712,186065,361455,300297,350441,350468,313114,676075,1229210,278879,604948,430045,483126,339819,446822,391787,473180,420214,418147,433731,545546,358763,466906,413925,448614,257767,499338,326141,371204,909462,503337,434058,450086,395126,472171,247019,321152,635766,481461,626990,444883,242577,361326,373206,323203,395579,437885,366596,218911,482671,602158,419422,399874,426545,321074,476082,363632
trades,urban,Louga,587644,765212,810884,788312,826563,787212,703208,804411,798074,809044,786450,796318,750947,678493,727799,658468,882406,956259,784462,800090,806000,919952,781349,896479,752210,777636,897835,773501,877715,726906,841479,644263,721598,843669,831734,694404,1045630,910052,884198,830340,869417,867639,845306,696778,805190,947231,709822,739433,905922,849769,903961,872854,764072,874567,647501,676956,668548,933317,673817,876292,789764,778629,884449,932215,874830,799136,867833,801606,715970,789916,775747,789908,808226,750380,700548,880968,681181,772120,850688,806055,795314,855330,846374,749059,770855,882715,655867,823116,830571,983347,887926,765570,759165,837084,812178,874466,759164,752482,896239,767139
agri_aqua,rural,Kanel,98846,88748,103587,115624,97621,89371,78701,76021,80953,120252,85249,123356,56067,98973,66815,67983,95932,107410,71701,58157,74367,72395,44296,73966,109657,154563,73526,97716,76157,76322,53598,146222,103586,65751,103692,61743,85423,80788,118192,128137,48290,134753,76544,47862,68779,95119,90940,132289,92419,129831,110020,88584,75158,116974,71577,107686,144438,99516,100770,97091,75433,114515,54203,98699,113136,59024,146210,115107,153796,65294,41347,55938,125528,110386,49682,104490,51249,98856,54455,46845,108632,97436,106118,71941,95255,71536,147336,97155,58637,53080,44550,69220,79957,86339,115425,150541,97433,107974,47054,138205
agri_aqua,rural,Matam,39648,41898,41709,40195,37803,38007,35011,53460,51860,50060,48313,47081,59664,71972,44956,45107,40354,37779,46683,50674,38545,29681,39552,58994,55089,38491,53545,55397,42065,56114,44138,38336,53778,33900,36362,44581,55241,26326,56132,25219,60728,30612,30874,63663,37437,42794,37125,40112,47635,40707,46848,42169,31808,58646,31887,47595,34333,59131,21877,41895,49106,39491,51550,48624,39216,68552,49272,65707,51336,45636,34318,20481,33714,50210,37168,34970,44801,30943,24581,43483,43154,44688,53188,79043,31806,56237,65165,33918,21162,43353,37223,44199,43240,47024,35237,56202,49496,38437,43234,52331
agri_aqua,rural,Ranerou,70675,60179,227080,84599,90416,27848,120484,75528,39432,100472,64659,158922,82303,78731,153552,62816,83406,136973,145801,81893,42270,91621,136779,87797,105494,72016,228430,136114,118812,186496,94935,176246,118952,85030,125266,84464,140830,54033,154170,102638,124012,189487,102092,44545,55632,131823,45427,75403,126033,139944,88450,129875,89095,45943,67402,92535,65779,69677,47335,134684,43504,253751,78171,86421,207175,226896,127070,116279,124050,169999,54369,100048,74998,109100,149942,110060,253300,222772,50946,76628,81261,197046,94399,71374,206815,221814,162986,116026,163562,70778,98308,148875,187774,86213,92003,112507,151821,183841,68192,177165
