sector,urban,admin2,draw_1,draw_2,draw_3,draw_4,draw_5,draw_6,draw_7,draw_8,draw_9,draw_10,draw_11,draw_12,draw_13,draw_14,draw_15,draw_16,draw_17,draw_18,draw_19,draw_20,draw_21,draw_22,draw_23,draw_24,draw_25,draw_26,draw_27,draw_28,draw_29,draw_30,draw_31,draw_32,draw_33,draw_34,draw_35,draw_36,draw_37,draw_38,draw_39,draw_40,draw_41,draw_42,draw_43,draw_44,draw_45,draw_46,draw_47,draw_48,draw_49,draw_50,draw_51,draw_52,draw_53,draw_54,draw_55,draw_56,draw_57,draw_58,draw_59,draw_60,draw_61,draw_62,draw_63,draw_64,draw_65,draw_66,draw_67,draw_68,draw_69,draw_70,draw_71,draw_72,draw_73,draw_74,draw_75,draw_76,draw_77,draw_78,draw_79,draw_80,draw_81,draw_82,draw_83,draw_84,draw_85,draw_86,draw_87,draw_88,draw_89,draw_90,draw_91,draw_92,draw_93,draw_94,draw_95,draw_96,draw_97,draw_98,draw_99,draw_100
professional,rural,M'bour,429987,468088,401104,676490,374913,618796,349666,465351,500591,509868,576582,608355,529502,838356,536221,497056,635809,528174,578923,443628,538213,452448,443480,658837,496535,365494,829665,732452,573900,382430,438403,571251,578289,427245,815085,694249,387679,535797,467100,591468,600572,391250,636424,554600,538892,589576,489187,389874,504077,545843,495751,471257,390362,451083,501092,465588,426448,593499,507684,375281,571316,612656,515315,509421,420739,513566,694775,466197,689069,544941,566483,475626,668373,615006,453892,404829,569522,386467,494967,511936,514638,286035,460837,393276,404877,781240,404875,752101,515781,592364,542441,531780,516464,506647,479466,778451,404706,580314,435653,492675
professional,rural,Thies,347120,449346,521352,339206,639619,428528,367573,361319,530252,334122,436427,317192,364745,231969,349965,353921,467821,311945,386761,357779,355454,387985,398003,596054,333278,317024,464014,684027,375788,390119,363277,422147,468555,426136,901663,349522,339813,513397,503474,316080,497490,636908,670515,390068,364170,507196,321012,455131,524817,521862,397978,393592,306735,302656,380220,566619,354343,367259,497586,360124,321124,362436,359723,516907,395601,495086,513539,552147,518204,520474,353555,430018,405957,315846,406036,518634,536622,365339,325188,416737,325211,449111,338730,370704,379349,414274,287740,747311,500313,387028,436400,454534,443142,405671,537192,278560,469007,367584,407152,429715
professional,rural,Tivaouane,502118,488982,368805,496190,389975,511697,559366,535384,437889,356261,549548,461513,481637,541121,598777,422174,624143,508448,461794,518715,620646,495214,422948,601885,539979,539702,565565,680248,566005,427566,503190,511596,740359,451802,440611,753925,446455,489305,496365,585835,546473,543254,560743,438050,630359,543629,781056,425170,404717,445644,728469,518280,422678,552984,411896,393264,660113,477911,427411,411553,516528,559576,432784,481501,434823,514351,590415,550587,562667,589465,601908,484006,558295,455075,522165,509652,409532,605106,471246,558738,571317,544557,449601,469525,388271,559569,530132,545755,532667,422270,526767,499316,480262,498843,830525,364686,446172,520381,510797,462023
services,rural,M'bour,536027,240721,381821,429026,440950,429847,439284,434210,300267,399404,386338,396224,592100,484181,409021,455918,350975,464023,424652,435040,421020,417175,401930,306675,363728,472639,421803,516929,328546,370213,337287,452123,374639,428575,402508,424045,475305,396625,330851,351601,340029,390423,472092,389619,355894,376821,466513,386044,451997,440158,354598,494300,397178,368900,478544,465094,627911,456497,434728,358763,338634,395242,365942,270900,303594,359822,502033,450043,423895,392541,408465,363868,309372,464917,535231,461723,483236,383080,383574,500091,371258,372640,349059,376661,492339,459274,316081,431463,337630,417173,413247,427829,417638,308609,403642,532279,485838,457190,427718,454266
services,rural,Thies,410013,272769,312250,364996,320847,416482,376296,298507,305718,370277,352696,344452,363043,255612,279320,390292,367777,363385,279040,304681,360460,385203,470910,364069,299526,256473,359008,334671,356150,276050,292679,505777,416593,315958,351707,374849,320122,365413,404360,372563,397107,291739,438655,272270,446709,356676,308763,343000,337384,337196,357232,411515,294148,331649,497191,448582,453496,404154,338737,313653,413260,310597,488174,249899,284869,271351,257425,297444,386220,398922,421132,342550,318270,354854,432527,439693,302461,472801,300416,481197,449302,341053,208871,363025,304133,389858,374327,424883,282121,319916,362770,313916,375401,346107,398934,390557,373223,491191,382981,393215
services,rural,Tivaouane,606529,347745,667391,416379,490240,421283,372131,380386,456587,389694,428494,360230,292090,481139,316568,381576,479791,433555,346617,404705,488097,658063,328002,618333,363485,389973,367071,291180,518066,390691,628605,371803,299889,523533,352916,335651,616301,414668,375431,284652,334856,290506,436118,423365,482159,496167,681193,294576,413454,349340,501456,425133,491023,504826,307276,309440,404030,364303,430016,596803,487517,374287,579651,396914,439862,491478,348830,373680,550513,465589,444934,493337,586974,371614,515614,438916,498916,419022,403559,473102,263280,394291,789385,437755,413197,377884,402894,482780,439160,616157,373885,397518,325789,362814,479327,507703,329836,487766,416123,358235
small_business,rural,M'bour,175214,120196,150786,131323,168915,152705,140775,123620,138908,145625,133416,115816,152944,149704,107735,131540,178005,140251,130983,121939,132618,159040,138048,124137,118230,128013,129958,135215,130663,138242,113566,150505,133684,134226,159080,163979,144317,115097,150242,162389,169693,108373,130182,134143,121749,137135,132530,143992,123042,169554,127517,119390,104058,122878,159377,138851,164204,153659,146214,118582,142199,119372,122864,133899,131723,124437,131052,149905,116176,148517,135764,175627,134030,109590,135078,150270,127353,155526,141472,135344,133297,116184,147997,124609,123338,186186,113403,126182,155586,139277,131129,131014,123884,141705,143057,139432,120096,158661,148807,134685
small_business,rural,Thies,144111,155311,180124,187369,144157,152878,147321,159594,181665,151398,206695,131395,156226,179292,140078,137793,164842,174884,139285,184601,144406,118895,161728,164288,164654,163276,183551,105931,128039,157830,172071,140066,145455,163815,204225,177045,130529,156468,192069,163504,150072,173700,188111,181433,183025,167143,167383,175052,151555,113052,162881,191880,149442,128434,195065,152895,162915,123381,172786,193554,147823,159846,115626,175199,154990,134467,221240,169559,156424,149336,171967,154087,148685,150936,192245,132777,152482,161877,150254,135752,152529,183451,138713,157255,117010,202785,168035,144329,197641,137764,160316,213210,180362,173989,167363,183777,137957,141909,152250,213791
small_business,rural,Tivaouane,146437,200557,214454,168466,195181,168522,146918,199804,175379,242698,210167,146669,181201,186882,192179,155986,175209,153867,208117,208205,139101,211198,197323,162944,180972,170246,174917,147150,155689,157885,172901,190907,176318,187566,145053,153954,308625,171768,270898,164948,128914,210299,137358,177165,171166,212096,200569,175316,238508,229901,195790,210506,179015,181692,187437,151161,156725,212697,164566,179742,195210,161962,169836,185450,162889,166691,121376,189681,187813,144802,204495,169961,164361,198483,210640,224987,156339,198909,223074,182388,184948,172936,235262,148374,151893,171039,155224,204593,173731,178066,173112,205990,173007,178421,191884,224576,156043,143790,198951,203727
trades,rural,M'bour,350865,278923,381893,300630,362432,387930,370861,200996,272612,356024,357226,295053,282981,396637,488313,319762,410039,362608,367755,434368,319224,610885,427846,503533,225378,336223,441118,350434,364070,333875,514348,347436,231235,383423,454582,337228,359344,344198,250086,444466,481803,234554,323084,443755,391419,329476,347947,369332,411166,298975,445514,497159,293845,279706,379061,415741,583646,294250,533783,350219,342616,320195,381387,387734,354723,251584,302126,409953,374497,420705,381197,336689,261071,326043,580710,338347,205930,450495,299930,373332,252017,349687,325879,288723,342794,415963,384239,312225,190609,440184,310369,656909,310596,438450,257531,286058,292989,384432,383157,243822
trades,rural,Thies,295479,385426,195664,241096,251781,313553,271059,253526,299932,370782,304348,270374,260110,303183,383829,339329,300568,301606,334146,372765,240892,331541,319302,187207,228344,301678,418656,377911,393127,245014,286251,270674,412157,247714,324181,208467,270359,305809,326617,298882,394802,321929,264247,343576,280220,325574,349920,479538,275238,410584,337236,280281,316122,284331,262801,324301,351871,436808,295030,261202,260973,292987,354966,319820,356053,289177,270419,421178,375836,312893,327098,412832,295104,334032,383051,288057,276221,393610,381488,332261,311279,292038,291017,273178,282424,315898,289721,340427,226258,372679,306630,296382,450681,308149,343157,267014,382950,302030,287855,255590
trades,rural,Tivaouane,548623,666527,469666,593998,440051,392327,559845,634154,298672,680358,473384,695203,409494,563318,613740,546410,448823,495775,615222,627188,547136,734819,433831,638462,595532,397230,728568,476676,268143,581019,535855,640887,570855,482509,456748,525799,621448,441719,422193,588047,489122,500716,396795,653332,523111,642075,497103,606439,600100,494754,370257,545408,510945,434291,491222,428919,569203,579619,571980,380485,567937,513454,511121,700240,542912,685114,408614,432581,680785,617340,525281,361461,601415,563277,552027,543657,673333,566563,427821,669952,449356,490187,565197,431361,546300,550981,523145,485043,520125,562990,487593,308314,500452,441285,599379,487242,478173,509600,377713,523151
agri_aqua,urban,M'bour,305921,666170,263432,123800,551435,107010,151461,945623,434073,199124,317269,176400,623389,352947,385992,290787,466262,736651,249365,293610,515884,570998,305608,84586,669766,327649,247584,721548,425862,227711,863405,158627,340696,325082,216356,769045,361523,354391,164634,252497,161001,242836,809993,375316,171921,157652,421311,155970,343352,164270,465780,271851,282155,381384,290898,600483,321036,520765,996480,257971,494108,472859,269009,225694,424186,356826,199468,461512,419421,223379,193159,347874,313147,372524,259684,515551,858543,244544,345859,144674,500963,169561,384878,410997,561868,500444,866305,412846,533374,463661,354491,280691,635374,286646,229948,321582,312846,296946,409237,187510
agri_aqua,urban,Thies,537979,2445622,1744394,584891,1661317,1073066,1208096,1466350,1475608,2096387,1423890,1170826,1323523,910138,1041885,631108,1390650,1585528,951228,1847724,1303535,2002220,1518321,1016440,1373065,697941,1582824,1224395,1359681,908615,2590846,1589668,1565073,704643,1514341,1372652,1495504,732997,854810,1741648,1710106,819067,1299035,1806555,1639818,1213781,1976150,1021575,1056172,1804090,1035695,979712,919398,1190223,763158,2353963,965980,1870795,1542559,1781881,1740798,1036878,874974,1780875,1615886,684212,2424275,2597235,1280432,1060148,1100739,1706150,1624881,2571042,2557291,1175139,1085980,863667,1543867,1515374,2023174,905277,1460171,2215164,1585319,1122862,1387450,1983328,1004339,1440258,2341764,2066566,2159778,1675929,1750321,1845211,1979633,1254918,1586116,811366
livestock,urban,M'bour,49014,67787,69591,25433,66272,52243,35057,44699,31782,130944,58469,46669,62993,48418,48042,72423,91699,88218,33102,36035,54744,66977,81492,43508,55511,62122,55993,57318,61470,39234,93509,50102,60572,70518,72242,55815,54842,68729,58689,61839,83386,50545,55885,65512,54264,74230,49629,61028,40555,34222,59874,56394,41569,51812,79613,60625,44692,49854,42349,43988,91297,33136,72476,62759,75989,49011,72994,60949,54730,41711,15994,65752,51302,53791,51195,46112,82249,63779,41986,58026,27780,23391,59005,24793,81382,47654,27266,60618,42724,47020,54250,64940,32107,64152,37135,26384,46039,40049,88350,66755
livestock,urban,Thies,94004,128020,65933,64395,79833,90524,221176,95595,65645,88055,58385,107369,70108,151405,71864,78173,95972,79717,81407,103115,56936,76848,58302,47402,48813,57607,64528,135159,64966,151896,55842,117608,44077,62225,129682,88955,76250,161096,88914,76148,65353,44580,46886,76255,92981,24435,139786,67589,85481,39939,60060,83084,129210,84855,147067,46549,54566,99306,87537,136894,87400,51561,99318,69722,161940,73677,83954,61271,34481,96022,71119,121718,62876,53796,51920,60161,69905,99327,65118,81791,65682,76791,37157,34950,89969,105349,79796,97338,63821,76035,78161,34439,49377,68783,55309,73492,139927,120757,92273,164996
livestock,urban,Tivaouane,117115,55138,132151,72917,61469,113612,134560,328355,64310,90278,78141,147588,151211,156090,62548,92177,250030,207554,86723,39896,58056,69307,179638,209542,69520,46865,115855,168998,179080,95283,110842,175200,35582,93032,110465,162744,90089,97533,78086,160304,81075,107381,103050,66498,80978,113264,86074,215198,178504,178237,79894,142226,93551,240123,111745,65038,62512,46615,177834,72703,95319,71064,85611,53579,99957,173431,101350,92696,171788,58986,98257,88894,120172,185705,277541,103678,130752,153230,165206,32665,72471,126928,101118,40686,218453,56261,79133,189012,38507,77831,105857,70964,115214,119147,119117,93504,79799,164911,37075,104880
professional,urban,M'bour,666760,770997,569832,639633,650289,707741,564354,523506,692059,612666,734913,714625,556180,567010,547332,554584,593814,591075,544495,588247,570041,520922,626138,551469,565770,641645,624339,554626,548018,658505,608356,502504,607971,587694,619174,596166,600340,576760,747014,550380,649636,630401,539091,588139,541692,634524,484180,601990,632943,547957,621908,550270,606179,578559,567318,603053,570103,763022,600803,603939,572906,533189,468785,582529,653647,547057,522217,566101,601315,574256,569575,571308,607276,605341,667598,557140,716647,726255,604503,515204,605458,607749,466807,595967,725951,702726,535074,696478,531861,569987,506092,602176,780008,468012,695466,816900,505442,716181,689311,647128
professional,urban,Thies,598291,664410,760225,691307,871236,708233,726093,641202,862423,854189,906531,798447,762997,701712,710603,643533,831619,776148,703200,741850,752503,807673,698691,814386,720701,692712,1121655,909860,894210,828144,707884,690751,837941,768343,651005,752882,763721,915163,689490,652730,808571,624209,647943,582559,789157,928794,751777,904679,820442,904225,663132,780104,828898,883841,547671,731900,618420,877976,813794,771595,703512,822908,725476,745918,695392,668168,644578,593941,736777,707813,529119,581604,813162,608410,938144,598816,611792,709802,690180,666484,964365,688403,832531,926984,751949,806585,796249,707238,652900,952788,868135,629295,847822,676958,644247,786631,762472,675604,649326,794646
professional,urban,Tivaouane,1227474,851791,958945,769485,922210,858437,774873,795917,704911,748992,734419,931202,942718,1061408,937035,991520,941255,757901,1189069,815896,802413,970951,721880,573691,824030,1034992,854278,829723,768419,749303,974340,736791,1085515,758535,819340,814186,931939,720514,694888,875103,1094368,753391,803771,691286,1000249,816687,1288436,933502,984068,579002,1020539,794686,696072,880619,1060558,788794,1070415,702760,855028,785769,1086023,1026686,960465,615590,871857,959078,788475,848582,1055903,841273,619841,838670,945033,1056448,792828,804776,1008495,683014,888979,785315,965732,826551,1026597,1075805,696464,945832,1021157,686144,930512,924021,1014582,826416,967181,498438,1440852,796639,696983,1017950,1008985,836939
services,urban,M'bour,575262,524242,607357,530217,760446,628050,597650,564680,571540,682129,607564,588418,618361,715965,534987,624746,621565,666932,492377,606904,733546,556817,772590,732040,561185,735536,687414,567427,487843,657208,612283,771948,628230,780696,772307,733773,564070,784878,711399,761979,612419,680193,669198,689965,689766,613403,635922,508012,528255,542924,709546,630767,637198,684634,696363,577485,795172,755552,612989,881185,776925,759409,638760,734775,740562,686066,717971,601078,535400,633191,535862,663592,604400,626541,591379,510722,615300,603432,538435,516790,625694,715491,525587,543391,701817,521001,671845,685458,611911,713111,634106,680623,713986,517095,628419,576005,848968,727021,602897,610124
services,urban,Thies,518363,549347,662786,502311,538166,774059,555764,524434,486098,576353,502687,604463,425884,577476,548779,512070,497928,797474,499470,472013,575810,478821,721913,666541,395008,538760,690844,446586,392278,441826,628080,564824,649138,566440,524164,417226,491077,485921,415636,576393,428484,546489,554946,548618,529858,528582,517601,521373,518466,594152,557623,585454,510254,714007,431217,605383,583986,499249,607224,540347,402277,575655,489981,535210,717248,594629,612055,424891,589225,567448,462300,553894,742190,627334,584470,580026,481162,523678,431096,571490,488124,511481,527793,591449,664242,540632,603558,428235,478951,444481,634330,441570,699580,521651,570335,480574,525188,496287,503568,643289
services,urban,Tivaouane,547353,541654,584855,667053,413918,301617,565432,539719,635752,434612,486210,616437,620362,611840,469822,506178,581685,715847,302324,555946,491964,558379,445660,331483,433049,377080,306009,451234,571293,451869,434208,359145,402393,544560,397906,690804,430563,377236,447323,723067,471267,566210,326655,530284,504771,559235,672431,600313,485618,391823,541972,281655,421607,341312,704863,191885,511932,484613,544860,433488,331506,486370,454629,462501,570452,446734,548255,416457,653505,370669,781441,778374,536334,382853,620411,661893,445384,521092,533992,403086,320702,665934,478930,465600,578783,716809,432880,372417,423744,423398,511149,585185,564406,400729,447779,553231,526310,518271,448639,645689
small_business,urban,M'bour,178952,174664,235927,234411,178302,194232,212329,246362,201130,193225,175668,167797,191282,210325,200647,186802,250120,205313,237283,191548,218701,263552,186006,165917,219504,239559,182667,198604,169506,191936,239728,261888,233588,186790,198666,206899,181687,247744,220627,185910,239927,184688,242684,196911,207523,284706,175593,205078,195387,163444,234312,234454,183864,158937,151854,182620,226551,210566,192486,216534,186019,167926,187252,212720,184082,166283,190876,206861,208196,182971,206636,227371,207006,194784,226268,156840,190230,177579,194216,211054,208634,164554,197315,246387,132885,225259,198441,227803,178195,149211,220595,230442,178420,207819,192378,207924,224755,258314,180061,188409
small_business,urban,Thies,227415,202676,214631,323202,222077,222166,235069,258936,287009,241614,252862,353917,218453,283532,229337,264846,283327,207459,302746,262760,229857,213699,234236,238837,255620,223729,228350,177925,308902,231691,274948,351320,238468,215859,217142,237933,307693,310845,268353,276693,229403,276956,194382,224126,251180,318798,253185,291140,326164,271614,220558,169142,265643,362365,205461,224993,284689,225107,254032,347655,229780,240309,179476,237661,247907,294357,242648,184908,243280,222691,215237,265626,209377,254593,220192,228186,210969,258514,280779,242268,251905,269033,260192,233523,191915,270147,151986,283351,258106,246444,265138,248392,279040,247068,288199,291293,231285,247179,302639,267807
small_business,urban,Tivaouane,244258,186642,261038,323406,186518,246264,273634,278029,225256,206748,286700,221430,266181,310305,292272,266304,306162,236802,246513,416743,242408,333814,306973,303565,200595,297459,207925,243081,241315,262871,308574,329344,241760,248558,353184,283937,276722,270621,228965,253712,249262,264434,370905,198033,273223,370219,296153,210839,254151,236222,203548,257625,222643,340312,280221,361368,255457,250192,273605,405202,252424,224176,242097,227584,325647,228791,290767,315511,237387,274949,275835,332457,321003,264845,231089,162386,269825,238783,242182,288647,268431,284042,236557,252753,240440,259454,277786,296913,308555,230259,324442,309392,242765,286933,173229,280738,259576,332260,271187,231954
trades,urban,M'bour,859037,910145,954273,957844,921923,1003000,771993,871355,931643,687496,877826,915266,913238,906196,710851,953193,902986,677212,852703,905085,1032813,713737,897248,829605,1047004,883879,709007,762470,983259,884333,1034834,734753,1030734,861881,851478,1041734,933056,1076384,834909,885034,1082605,826246,856480,711275,971286,943475,755940,1029778,833772,798301,885825,819133,893831,900773,814697,735400,797703,915705,772662,940912,781393,817085,710067,992766,864756,944206,919607,773380,800165,907384,855578,1100254,926005,729026,773352,829608,1093021,712917,704107,1069798,876400,758404,841595,1043977,980795,930035,786173,894859,916684,1024921,900508,1155805,803488,848747,840504,939974,686515,993680,807570,1024928
trades,urban,Thies,741724,789877,691861,839444,1056912,930362,867771,691721,850403,648348,835892,816575,868993,772619,848138,879885,725067,809801,789425,758529,622939,884676,629504,747831,676638,527379,971986,749072,797476,742428,728189,634237,761493,872067,663243,712826,724901,739308,760258,801938,889322,637502,765433,672052,808097,908469,931764,977722,789955,876577,718819,743943,796965,788977,832444,774466,946890,920733,745642,941323,753491,855878,840025,884784,711374,771144,780772,750258,969940,763506,766667,863796,649873,590698,673024,928700,706168,671918,900186,788199,662129,581260,764238,966636,696805,685401,816257,765079,848045,800103,897295,757759,982093,730974,746163,800050,773112,809426,682118,858179
trades,urban,Tivaouane,361984,750168,901238,774078,925590,780486,491954,865292,711937,721501,749371,730663,857963,707760,758310,864001,677380,621773,886465,1120720,1061105,830247,591850,634229,581713,1558741,819737,668988,554928,650385,666608,934936,733059,579071,920529,1116744,486876,654605,764690,654407,1026251,632309,975814,675934,1268377,1106848,765552,871509,374868,876249,419310,966817,954672,577282,794133,814366,712910,1059263,573919,798241,822844,619701,923493,828087,495496,920578,879278,751943,1112642,638397,754472,667558,524746,806836,656287,766182,617630,582490,826727,649518,746124,588678,891015,1151882,818654,672349,1035316,788432,512349,804357,1164291,625672,731305,522725,510191,823900,629769,834841,783255,725761
agri_aqua,rural,Bignona,80632,79603,118022,67947,127890,110441,222232,113728,86569,147652,106776,92571,152480,113981,106332,124063,117066,50175,116213,143874,114384,93913,107708,119647,109081,132212,109187,107224,89441,107512,82987,125935,103696,66861,159446,96875,129982,106080,96555,100811,117866,89929,75969,105622,65188,137476,119966,91785,82296,127335,84176,104530,95401,161555,81019,70239,116223,105099,155514,94856,77864,119031,89555,76878,68588,136238,85457,86914,123743,79220,161426,130277,105335,89189,96585,89962,106800,118663,105440,153394,93703,145663,96179,147058,123046,101411,151414,77058,123647,174595,85417,118661,108494,137615,116753,128812,83134,77759,130790,140735
agri_aqua,rural,Oussouye,124441,148927,180403,258751,102491,83719,259858,197795,63428,115745,127448,335498,166538,187641,59794,90656,184465,79663,152719,144135,241263,255258,100908,112261,135500,147359,111991,253594,134626,149972,129445,99282,165290,183859,72610,124820,246274,122050,107932,103798,124830,139293,145975,172657,210449,154112,241487,128984,73085,252580,154437,129465,313323,141419,84187,119535,102013,115169,155488,136429,143696,147692,128604,116409,116902,138973,99498,140168,137555,109473,114696,242376,143990,108112,220737,223592,74469,132580,101316,125860,155587,135026,133414,154142,148306,155990,127037,122614,175188,113742,106416,98377,64703,139309,164980,120580,135297,148912,176449,121325
agri_aqua,rural,Ziguinchor,94042,70199,117392,131554,173676,83639,127354,53783,201447,116574,50300,57151,53252,117745,79018,67889,120059,111683,61118,107200,107362,59069,53325,29060,52674,189594,57907,23294,114109,61101,104959,116141,110489,68370,65086,55585,67298,54742,43811,67264,61456,87525,75551,71136,31273,96226,86413,34854,121037,85669,43544,86027,83494,142202,26543,83844,36625,92800,62526,99537,35800,165153,55160,39742,68057,70280,74568,101439,107809,192548,58815,72123,94234,62338,75137,104469,66213,130560,70748,32694,82653,69315,133197,85268,64346,69270,96293,62895,47099,92713,96711,42169,95090,55239,68503,126880,86534,65029,100583,69682
livestock,rural,Bignona,47828,66596,32376,50827,48816,29949,31665,37174,31551,47401,27962,38556,37320,32125,38651,38378,34425,31819,30876,42161,52644,53285,30081,50122,30489,59061,52756,29070,37576,27271,35645,42195,57663,28558,44917,19224,34220,35362,53237,64393,45328,82387,56535,43823,32802,33344,32122,28804,45101,42352,45269,34782,14706,30679,36667,38601,26887,28374,39721,39611,24244,66859,35443,51505,33307,40330,37981,45316,40018,33621,55331,36414,86947,30863,30635,30532,26097,40696,49900,48198,27191,51987,47111,26883,51110,22751,52305,56301,41232,44169,53993,30703,37890,26187,24512,56850,57451,40561,28537,53020
livestock,rural,Ziguinchor,46921,16776,21874,34293,21572,41378,132048,22180,48745,62486,111896,47801,26508,28994,29481,63561,19000,27615,11977,37986,53410,47282,46354,42522,29579,40840,36194,33482,54574,35938,27502,90677,35568,58793,66292,17334,28759,38908,36872,43056,95945,25903,51560,57811,35025,44318,60462,39605,23951,47739,91375,79420,172362,46714,50123,30912,61888,18001,86289,39644,20549,18075,55449,77427,31331,41300,18418,61347,37145,23991,42560,122685,28180,80644,87141,157005,50512,72218,37110,54514,30539,98221,49216,16055,40052,44031,41487,41692,45434,59939,37966,36786,66134,33167,47341,89795,20840,41823,59466,46202
professional,rural,Bignona,782195,650807,994965,925160,852054,746235,754595,645158,933805,1102889,838210,695976,701282,573884,941206,756133,594781,676806,581718,643959,819087,549633,697153,809281,696548,525910,831378,678411,791155,552285,797206,907555,1030127,1114348,807471,697069,1103183,708501,930983,687060,746208,957756,552269,969927,685246,608935,1097481,626769,672981,763386,675198,581983,950237,606768,563406,651770,806952,749329,548654,672412,918630,1004436,614931,867987,487479,1014681,848911,935592,694870,793473,816354,997357,615799,791424,605734,634111,1067764,671064,795731,746402,738762,1015071,681134,672545,476741,815087,737021,898224,863835,809281,1104897,806186,650059,599824,908461,604412,664244,743302,931256,774442
professional,rural,Oussouye,458146,457568,299280,408131,479660,522027,256930,352441,315761,400998,377611,343828,373528,440099,319090,479455,320843,292175,380495,352816,348764,459616,435835,742301,260577,367721,203652,626256,466232,571991,394653,387173,790438,496893,330303,683216,347269,426478,621435,409430,787562,207255,266354,558434,406697,482468,676078,561927,641336,452732,385924,524940,593484,329076,436080,295971,412939,482449,443016,305087,398121,428112,400887,226969,337353,378303,299058,302417,614895,260203,358610,339575,529754,221477,385115,361603,316921,551101,728217,408351,404005,593526,376263,519708,405375,615199,571202,550769,415162,403453,678402,398605,471059,423529,661028,403191,554193,391056,359830,440834
professional,rural,Ziguinchor,480386,305241,517647,797539,394387,753126,423498,513867,381094,450877,677181,358679,591369,399185,594624,464556,588976,569178,460131,408794,850343,402547,668825,717788,471751,578750,768069,592418,380104,411864,510205,515705,693742,745047,376893,534825,453844,477682,513546,561771,598726,645587,364102,716584,494873,486037,588643,386938,914328,573211,340911,571756,279396,532096,563797,595019,612668,497481,494347,609109,592162,687821,349980,487825,641750,725451,294914,495648,304956,689928,954760,509662,811485,401082,445935,519042,691464,429204,313417,682852,555042,598033,427644,488013,362381,496871,429994,389838,471586,306210,624868,793127,465323,447381,598218,714834,622086,604686,534462,366877
services,rural,Bignona,302006,403455,315686,346580,364985,382413,360792,334126,509279,339019,378256,270810,320567,394849,401790,453316,266201,429929,317024,386399,271663,278647,492075,287578,299956,309675,398685,265737,286381,322572,373771,400706,326697,304279,417531,300973,373424,218667,326574,310110,360106,465025,343030,386105,545234,416887,430501,364337,473206,331587,367680,280038,290130,333688,392399,292780,294106,410737,477096,345808,363736,366960,467672,406340,436415,381129,223357,267402,377623,359675,336009,434599,377621,344687,410414,278120,641095,318045,452255,439500,308912,334689,489484,331539,460924,333208,424756,446596,364103,378582,445022,404257,366260,280476,435367,278541,383119,357883,290881,286742
services,rural,Oussouye,310668,327957,279762,295016,296585,343306,191437,277293,466146,236766,358158,345614,297696,174409,339349,208141,400153,532609,365015,377897,306077,359542,387704,211956,237848,190055,215255,283796,273929,302736,439306,377829,223537,298452,242126,285332,460663,423806,264044,269655,280714,367716,297532,285039,197187,317128,170457,446268,325942,226449,248477,321754,247615,261713,292859,412442,274112,227175,334422,170785,443011,338387,317638,345601,355240,320034,223074,337726,313545,315817,329292,322575,439178,318172,299564,210956,191036,227369,252930,185525,274088,290808,291366,251069,242920,196142,377603,251549,232892,354696,251572,509397,324561,276942,210939,212006,429894,356485,261201,420486
services,rural,Ziguinchor,382693,337121,396087,358415,374329,300027,251396,333760,296045,356402,282158,342648,332077,297643,542000,362309,357314,265341,333724,278291,318850,491368,274553,322950,280470,308361,318800,353499,333595,359940,390790,294039,281631,636339,292287,351046,342893,269653,293033,299294,308059,295707,321794,354156,291770,323909,448159,484961,370245,382802,191241,332261,442529,392789,334304,370903,377516,293343,364286,196212,237760,349631,623433,317899,428043,391161,364691,294733,308422,297606,312249,441193,295038,386612,377585,346358,349162,358163,220446,392948,299432,345030,454057,322501,344390,332316,374801,336509,427469,393006,276501,351652,294290,313245,243940,431711,313942,329708,328063,378745
small_business,rural,Bignona,173772,140961,134087,125341,153294,143160,145498,124461,169528,155240,123988,148737,178157,141620,129664,157394,138960,131386,162246,148563,166087,126268,183710,173474,112598,142989,117144,121949,198427,173346,159442,178785,151560,138504,161533,128250,160243,138886,143908,157491,146893,164125,125101,136346,143817,155254,136043,142367,132530,126694,130773,125395,128198,101625,141241,143665,108444,138275,108533,140775,157955,135906,112251,116200,150910,194573,141421,142901,141006,143937,122031,155785,171218,167037,110380,126232,159445,136679,157894,148702,122774,141330,173870,128395,125276,122721,157221,147056,140559,159775,128158,168530,159397,138833,134384,133105,133148,143445,168426,166745
small_business,rural,Oussouye,169329,346402,191466,202342,251057,161207,425857,279313,282421,192086,296838,127339,331295,256906,449535,240214,203639,184820,264189,292835,254461,117355,90264,276658,327724,305566,245294,474098,126596,163409,252653,171933,309788,326496,420574,190139,218500,403108,212162,391846,371248,253224,221311,342442,268452,165608,412825,434378,421641,329178,204728,197316,327771,403189,145257,247328,233183,431555,247498,372373,224027,155122,201114,337388,225547,280448,316056,236040,311205,267896,207137,424947,330829,264120,285704,307260,282944,306985,311871,278712,216623,125943,285397,487668,159446,399273,287219,253431,244928,305662,249817,242480,418964,233114,226385,269796,482676,182883,209857,184868
